,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content
783,south chicago,"{'coordinates': [-87.6289301, 41.8748391], 'type': 'Point'}",2016-03-17 20:43:35,0,0,"555 SOUTH DEARBORN, #CHICAGO, IL #Hospitality #Job: Shift Supervisor (US) at Starbucks https://t.co/ykZiW4YGD2 #Veterans #Jobs #Hiring"
784,south chicago,"{'coordinates': [-87.6411057, 41.8794701], 'type': 'Point'}",2016-03-17 19:46:25,0,0,"Starbucks: Shift Supervisor (US) (139 SOUTH CLINTON, #CHICAGO, IL) https://t.co/beoruSzazN #Hospitality #Veterans #Job #Jobs #Hiring"
785,south chicago,"{'coordinates': [-87.648953, 41.883045], 'type': 'Point'}",2016-03-17 19:39:16,0,0,"Studio visit @kkomp with U of South Dakota's #aiga student group, have fun in #chicago @ Multiple https://t.co/x5auw33d8V"
786,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 19:01:12,0,0,"Interested in a #job near #Chicago, IL? This could be a great fit: https://t.co/QJlJD2WqN2 #dialysis #Hiring #CareerArc"
787,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 18:40:23,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/BQFpvlva8U #Job #dialysis #Jobs #Hiring #CareerArc"
788,south chicago,"{'coordinates': [-87.62441048, 41.88205431], 'type': 'Point'}",2016-03-17 17:07:00,0,0,"I'm at 8 South Michigan Ave in Chicago, IL https://t.co/UQ3BB8lu7y"
789,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 16:05:57,1,0,"#Nursing alert: MinuteClinic in Target Family Nurse Practitioner – Chicago South... | CVS Health | #Chicago, IL https://t.co/N5z6wNiv8r"
790,south chicago,"{'coordinates': [-87.7581081, 41.7108662], 'type': 'Point'}",2016-03-17 15:31:09,0,0,"We're #hiring! Click to apply: Retail Sales Consultant South Chicago IL Area Stores - https://t.co/pudh2vJWxw #Retail #OakLawn, IL #Job"
791,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 15:20:35,0,0,"Can you recommend anyone for this #Retail #job? https://t.co/JpQ4niVy0i #Chicago, IL #Hiring #CareerArc"
792,south chicago,,2016-03-17 15:12:47,0,1,"RT @tmj_chi_retail: Want to work at AT&amp;T? We're #hiring in #Chicago, IL! Click for details: https://t.co/hrtUqT4AE4 #Retail #Job #Jobs #Car…"
793,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-17 15:10:00,1,1,"Want to work at AT&amp;T? We're #hiring in #Chicago, IL! Click for details: https://t.co/hrtUqT4AE4 #Retail #Job #Jobs #CareerArc"
794,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-17 13:34:11,0,0,"New book ""The South Side"" tackles Chicago segregation, highlights black neighborhoods https://t.co/OPo6M5fB6c"
795,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-17 12:19:54,0,0,"""It ain't alotta niggas like me"" 
  🔱Don K🔱 @ Chicago South-East Side https://t.co/0kxfJAHxsf"
796,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-17 01:16:01,1,0,My Gay Twerking Ass 😹😹😹 #KhiryAdonis #KhiryHakeem 🎧 Ass Drop by @wizkhalifa @ Chicago South-East… https://t.co/PqydGffDVx
797,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 21:05:13,1,0,We're #hiring! Read about our latest #job opening here: Part Time Merchandiser - Chicago (South Loop) - https://t.co/g8hu2vBaLp #Veterans
798,south chicago,,2016-03-16 20:59:53,0,1,RT @_diegoabarca: 🏢 #Chicago @ South Loop https://t.co/8HNh84J493
799,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 20:51:04,0,0,"We're #hiring! Click to apply: store manager - Chicago, IL - South side - https://t.co/oZOpLDhYuO #Retail #Chicago, Illinois #Veterans #Job"
800,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 19:51:01,1,0,Kellogg: Part Time Merchandiser - Chicago (South Loop) (#ChicagoSouth) https://t.co/aK5YCupUM6 #Kelloggs #Veterans https://t.co/XDDFIrblbk
801,south chicago,"{'coordinates': [-87.62431408, 41.87791256], 'type': 'Point'}",2016-03-16 18:25:58,2,0,"I'm at Grant Park South Garage in Chicago, IL https://t.co/W9r3HiO7xl"
802,south chicago,"{'coordinates': [-87.6230129, 41.87702391], 'type': 'Point'}",2016-03-16 16:48:10,0,0,"#goodbye #chicago, you have been good, as always. @ Van Buren Street Metra &amp; South Shore Trains https://t.co/Sj4qiHPYBM"
803,south chicago,"{'coordinates': [-87.8402405, 41.6956211], 'type': 'Point'}",2016-03-16 16:12:50,0,0,"Want to work in #CHICAGO, IL? View our latest opening: https://t.co/E69tSE13sq #CustomerService #Job #Jobs #Hiring #CareerArc"
804,south chicago,"{'coordinates': [-87.8402405, 41.6956211], 'type': 'Point'}",2016-03-16 15:59:25,1,0,"See our latest #CHICAGO, IL #job and click to apply: Body Tech - South Suburbs - https://t.co/vJyxzccQgb #Automotive #Hiring #CareerArc"
805,south chicago,"{'coordinates': [-87.62722958, 41.86299066], 'type': 'Point'}",2016-03-16 15:02:30,2,1,🏢 #Chicago @ South Loop https://t.co/8HNh84J493
806,south chicago,"{'coordinates': [-87.6289301, 41.8748391], 'type': 'Point'}",2016-03-16 14:44:45,0,0,"Can you recommend anyone for this #job? Barista (US) - https://t.co/ZZzu9824Q6 555 SOUTH DEARBORN, #CHICAGO, IL #Hospitality #Veterans"
807,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-15 22:33:06,0,0,"If you're a #Nursing professional in #Chicago, Illinois, check out this #job: https://t.co/4V8VaD7P5I #Hiring"
808,south chicago,"{'coordinates': [-87.6371461, 41.8817767], 'type': 'Point'}",2016-03-15 21:32:32,0,0,"Supplemental Health Care: Physical Therapy (PT) needed Outpatient Clinic - South Loop (#Chicago, IL) https://t.co/paCyXHTkZN #Healthcare"
809,south chicago,"{'coordinates': [-87.60031272, 41.74343136], 'type': 'Point'}",2016-03-15 20:11:02,0,0,"I'm at South Central Community Services,  Inc in Chicago, IL https://t.co/vrk1EqweR6"
810,south chicago,"{'coordinates': [-87.6376605, 41.87991425], 'type': 'Point'}",2016-03-15 16:24:10,1,0,"I'm at South Branch Tavern &amp; Grille - @southbranchchi in Chicago, IL https://t.co/8QzyXHMz0g"
811,south chicago,"{'coordinates': [-87.62742519, 41.86710004], 'type': 'Point'}",2016-03-15 13:39:49,1,0,"#GOTV! (@ South Loop in Chicago, IL) https://t.co/u4cgcfPE2P https://t.co/v8yLRkGKEd"
812,south chicago,"{'coordinates': [-87.90440083, 41.97727092], 'type': 'Point'}",2016-03-15 12:47:17,0,0,"Salt Lake City bound, then 4 hours south to Moab (@ Chicago O'Hare International Airport (ORD) in Chicago, IL) https://t.co/OdxM9H9DCe"
813,south chicago,"{'coordinates': [-87.69503784, 41.78170013], 'type': 'Point'}",2016-03-15 06:51:22,0,0,See a virtual tour of our listing on 6134 South Mozart Street #Chicago #IL https://t.co/IuCM8XdrGW #realestate https://t.co/PwSpbhUm1I
814,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-15 02:41:58,0,0,Cooling @ Chicago South-East Side https://t.co/B15NxVGNj9
815,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-15 02:20:26,0,0,When Daddy is a cutie 👑☺️🙌🏼👅💦 #BeingTheBoy #KhiryAdonis #KhiryHakeem @ Chicago South-East Side https://t.co/4D8C6TJmX8
816,south chicago,"{'coordinates': [-87.6255188, 41.8758888], 'type': 'Point'}",2016-03-14 23:51:25,0,0,A couple waiting in line to see Bernie Sanders at Roosevelt University in Chicago's South Loop.… https://t.co/VA3RMj0b5R
817,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-14 22:46:24,0,0,👅💦 how many licks does it take? #BeingTheBoy #KhiryAdonis #KhiryHakeem @ Chicago South-East Side https://t.co/sTu5LgLJpj
818,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-14 22:36:04,0,0,"🍼🍼 ""Y'all need some Milk."" 🍼🍼😹😹😹 #BeingTheBoy #KhiryAdonis #KhiryHakeem @ Chicago South-East Side https://t.co/5SSh34MDKK"
819,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-14 22:13:11,0,0,Can I be your MCM/MCE?! #BeingTheBoy #KhiryAdonis #KhiryHakeem @ Chicago South-East Side https://t.co/hzJStXaYrK
820,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-14 21:39:30,0,0,"#Nursing #Job alert: Registered Nurse- Home Health Chicago South | ATI Physical Therapy | #Chicago, Illinois https://t.co/kfwXLGS6cs #Jobs"
821,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-14 19:01:14,1,0,A white S.C. trooper pleads guilty in 2014 shooting of unarmed black man at traffic stop https://t.co/6HCXrxRW6Q
822,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-14 18:27:08,1,0,Man charged in Saturday night South Loop stabbing https://t.co/WXysegl3HM
823,south chicago,"{'coordinates': [-87.62291908, 41.88483474], 'type': 'Point'}",2016-03-14 18:21:28,0,0,Ominous fog over the park and South Loop #Chicago @ Envisionit https://t.co/kMECLr0HHX
824,south chicago,"{'coordinates': [-87.7428435, 41.8074376], 'type': 'Point'}",2016-03-14 17:57:14,0,0,"We're #hiring! Read about our latest #job opening here: Barista (US) - https://t.co/3PEZcs61yU 4701 SOUTH CICERO, #CHICAGO, IL #Hospitality"
825,south chicago,"{'coordinates': [-87.9403418, 41.8994744], 'type': 'Point'}",2016-03-14 15:56:15,0,0,We're #hiring! Click to apply: Seeking Experienced Hemodialysis RN for Inpatient Role (Covering Hospitals on... - https://t.co/KdsecILu9x
826,south chicago,"{'coordinates': [-87.6216, 41.8671], 'type': 'Point'}",2016-03-14 02:14:32,0,0,"Happy St Pattys day from ya favs🍀🍻 @ South Side, Chicago https://t.co/hjKUHK38lM"
827,south chicago,"{'coordinates': [-87.6312, 41.8683], 'type': 'Point'}",2016-03-13 23:11:36,1,0,"I mean, I'm not one to judge. 🍷☀️🍷 @ Target Chicago South Loop https://t.co/FhsNxMPy3o"
828,south chicago,"{'coordinates': [-87.62419839, 41.85816338], 'type': 'Point'}",2016-03-13 22:43:57,0,0,"I'm at Kroll's South Loop in Chicago, IL https://t.co/g2qzVJnWTK"
829,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-13 21:10:43,0,0,Bae! I'm Bae! 👑😝👅💦 #BeingTheBoy #KhiryAdonis #KhiryHakeem @ Chicago South-East Side https://t.co/Pu29E24q39
830,south chicago,"{'coordinates': [-87.68201903, 41.70611715], 'type': 'Point'}",2016-03-13 20:46:22,0,0,"I'm at south side irish parade in Chicago, IL https://t.co/wM0g5w1y7m"
831,south chicago,"{'coordinates': [-87.6411057, 41.8794701], 'type': 'Point'}",2016-03-13 20:35:06,0,0,"This #Hospitality #job might be a great fit for you: Barista (US) - https://t.co/3NYqipCfmB 139 SOUTH CLINTON, #CHICAGO, IL #Veterans"
832,south chicago,"{'coordinates': [-87.9403418, 41.8994744], 'type': 'Point'}",2016-03-13 18:43:49,0,0,"Fresenius Medical Care: Inpatient Services RN (Covering Hospitals on South Side of... (#Elmhurst, IL) https://t.co/GM5vRR9fUz #Nursing #Job"
833,south chicago,"{'coordinates': [-87.7581081, 41.7108662], 'type': 'Point'}",2016-03-13 18:43:14,0,0,"Join the AT&amp;T team! See our latest #Retail #job opening here: https://t.co/xd92ZAe5Wx #OakLawn, IL #Hiring https://t.co/SmPdAusWwd"
834,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-13 18:30:07,0,0,"Pierre Stokes, father of Tyshawn Lee, charged in South Side shooting https://t.co/E4URSi8Spa"
835,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 17:52:53,0,0,"#Job alert: Clinical Manager (33) - *5k Sign On Bonus* - MUST HAVE... | Fresenius Medical Care | #Chicago, IL https://t.co/NKv9x3alG7"
836,south chicago,"{'coordinates': [-87.687312, 41.706512], 'type': 'Point'}",2016-03-13 17:00:58,0,0,"I'm at south side irish parade in Chicago, IL https://t.co/G28sY6zr2S"
837,south chicago,"{'coordinates': [-87.62466596, 41.75955673], 'type': 'Point'}",2016-03-13 16:33:52,0,0,"I'm at South Side in Chicago, IL https://t.co/YrZJrf9Vbo"
838,south chicago,"{'coordinates': [-87.6235742, 41.8703314], 'type': 'Point'}",2016-03-13 16:19:33,0,0,"We're #hiring! Read about our latest #job opening here: District Sales Manager - Chicago South - https://t.co/FHfNpLyQza #Chicago, IL"
839,south chicago,"{'coordinates': [-87.6579895, 41.7414665], 'type': 'Point'}",2016-03-13 16:08:26,0,0,"Dream Creations Gift Boutique 
8613 south Cottage Grove Ave 
Chicago, Illinois… https://t.co/PtlLqbL45f"
840,south chicago,"{'coordinates': [-87.62713737, 41.86456147], 'type': 'Point'}",2016-03-13 15:25:15,0,0,"I'm at South Loop Community Church in Chicago, IL https://t.co/19VDkuCFBc"
841,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 15:08:27,0,0,"Want to work in #Chicago, Illinois? View our latest opening: https://t.co/5TmB7Yb44T #Nursing #Job #Jobs #Hiring #CareerArc"
842,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 14:37:00,0,0,We're #hiring! Read about our latest #job opening here: Retail Sales Consultant South... - https://t.co/MbyCyNi6qe https://t.co/FB6wc3z8ij
843,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 13:52:24,0,0,"Interested in a #Retail #job near #Chicago, IL? This could be a great fit: https://t.co/TJdxMuO3l1 #Hiring https://t.co/eYGqAXLj7A"
844,south chicago,,2016-03-13 13:38:30,0,1,"RT @tyurdaer: #amazing view of South Loop, #chicago #chicagogram #instachicago #architecture #skyscraper… https://t.co/y6F7saPdsd"
845,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-13 13:02:16,0,0,We're #hiring! Read about our latest #job opening here: Dialysis Patient Care Technician - South Shore -... - https://t.co/oZlF4An1q4
846,south chicago,"{'coordinates': [-87.619636, 41.633509], 'type': 'Point'}",2016-03-13 06:00:43,0,1,"#amazing view of South Loop, #chicago #chicagogram #instachicago #architecture #skyscraper… https://t.co/y6F7saPdsd"
847,south chicago,"{'coordinates': [-87.56517034, 41.76807885], 'type': 'Point'}",2016-03-13 01:57:56,0,0,"Our tour of Chicago starts here. #CFE (@ South Shore Cultural Center in Chicago, IL) https://t.co/3TLDMU7kmn"
848,south chicago,"{'coordinates': [-87.66093701, 41.93421586], 'type': 'Point'}",2016-03-13 01:33:38,0,0,The whitest kid I know is working in the worst neighborhood in Chicago on the south side lol
849,south chicago,"{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}",2016-03-12 23:50:42,0,0,"Taste of the south in #chitown #southernswag #yall @ Chicago, Illinois https://t.co/28WcgVaTai"
850,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-12 22:53:22,0,0,"\\Saturday//
#StreetArt
#Chicago
#CityLife @ Chicago South-East Side https://t.co/Afr1AOxwaH"
851,south chicago,"{'coordinates': [-87.9403418, 41.8994744], 'type': 'Point'}",2016-03-12 21:07:27,0,0,"#Elmhurst, IL #Nursing : Hemodiaylsis RN Needed for Inpatient Services PM / Charge... at Fresenius Medical Care https://t.co/x6OUjam2o0"
852,south chicago,"{'coordinates': [-87.57067828, 41.75711517], 'type': 'Point'}",2016-03-12 20:52:13,0,0,Mood faeva 😎 @ Chicago South-East Side https://t.co/x2gonkJDnt
853,south chicago,"{'coordinates': [-87.70758569, 41.69170976], 'type': 'Point'}",2016-03-12 20:28:32,0,0,"Buying some trinkets for tomorrow 🍀 (@ South Side Irish Imports in Chicago, IL) https://t.co/Edp2BENCwa"
854,south chicago,"{'coordinates': [-87.62215939, 41.85797809], 'type': 'Point'}",2016-03-12 16:54:59,3,0,"Digging the south loop (@ The Spoke &amp; Bird - @spokeandbird in Chicago, IL) https://t.co/iWeay5Eyeq https://t.co/S0He8WF5Mf"
855,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-12 16:07:09,0,0,"Weather now: mist, 46°F, 5 mph south-southwest wind. https://t.co/g2CD8kSDsM"
856,south chicago,"{'coordinates': [-87.7428435, 41.8074376], 'type': 'Point'}",2016-03-12 15:32:30,0,0,"We're #hiring! Click to apply: Shift Supervisor (US) - https://t.co/flcaxHnyc2 #Hospitality 4701 SOUTH CICERO, #CHICAGO, IL #Veterans #Job"
857,south chicago,"{'coordinates': [-87.62742519, 41.86710004], 'type': 'Point'}",2016-03-12 07:46:07,1,0,"I'm at South Loop in Chicago, IL https://t.co/26BeXbO9yQ"
858,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-12 06:08:07,0,0,"Weather now: clear sky, 37°F, 6 mph south-southeast wind. https://t.co/g2CD8kSDsM"
859,south chicago,"{'coordinates': [-87.635531, 41.88251416], 'type': 'Point'}",2016-03-12 05:22:59,1,0,"@jmmccarthy2002 Turn in your Chicago card. But seriously, @giordanos on the south corner of MDW=heaven"
860,south chicago,"{'coordinates': [-87.62618065, 41.8667485], 'type': 'Point'}",2016-03-12 01:31:00,0,0,"South loop cocktail association (@ Wabash Tap in Chicago, IL) https://t.co/09CAxjax1N"
861,south chicago,"{'coordinates': [-87.5695114, 41.7660141], 'type': 'Point'}",2016-03-12 00:10:04,0,0,71st Street #southshore #chicago #sunset @ Flash Taco South Shore https://t.co/m860H4h1bW
862,south chicago,"{'coordinates': [-87.6112325, 41.8775205], 'type': 'Point'}",2016-03-11 23:00:59,0,0,"Can you recommend anyone for this #Sales #job? https://t.co/iIgww3PFrO #Chicago, IL #Hiring #CareerArc"
863,south chicago,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-11 20:24:01,0,0,"Join the Fresenius Medical Care team! See our latest #job opening here: https://t.co/fZJzfkVkD0 #dialysis #Chicago, IL #Hiring #CareerArc"
864,south chicago,"{'coordinates': [-87.62742519, 41.86710004], 'type': 'Point'}",2016-03-11 18:18:07,0,0,"I'm at South Loop in Chicago, IL https://t.co/hDPplefIDe https://t.co/OsxK20Tbeg"
865,south chicago,"{'coordinates': [-87.62466596, 41.75955673], 'type': 'Point'}",2016-03-11 15:10:10,0,0,"I'm at South Side in Chicago, IL https://t.co/tbJuHPJvOD"
866,south chicago,"{'coordinates': [-87.52476418, 41.69711677], 'type': 'Point'}",2016-03-11 04:34:16,0,0,#throwbackthursday #tbt #spiderman @ South East Side of Chicago https://t.co/j5A9aYkKo4
867,south chicago,"{'coordinates': [-87.62333733, 41.88261397], 'type': 'Point'}",2016-03-11 01:31:17,0,0,"I'm a Chicago south sider
I'm a Chicago south sider
#TBT #chitown… https://t.co/muh95vt5il"
868,south chicago,"{'coordinates': [-87.6226273, 41.8245888], 'type': 'Point'}",2016-03-10 23:33:43,0,0,I spent the day at Chicago's South Side Community Art Center in Bronzeville. I've wanted to… https://t.co/cUCTVgM8Bu
869,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-10 12:07:10,0,0,Rain mainly south of Chicago this morning. Few showers &amp; some drizzle with sneak into the city @ABC7Chicago https://t.co/Pxo3KpeK8d
870,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-10 00:34:37,0,0,Student thanks Rich South HS classmates for support in weight loss journey: Leah Hope https://t.co/dq8I3IzbtB
871,south chicago,"{'coordinates': [-87.57249148, 41.76275002], 'type': 'Point'}",2016-03-09 23:09:45,0,0,"#buyers #condo #realestate (@ South Shore in Chicago, IL) https://t.co/iHnsMMfZhC"
872,south chicago,"{'coordinates': [-87.6371461, 41.8817767], 'type': 'Point'}",2016-03-09 21:25:05,0,0,"Want to work at Supplemental Health Care? We're #hiring in #Chicago, IL! Click for details: https://t.co/9R6qGER3IP #Healthcare #Job #Jobs"
873,south chicago,"{'coordinates': [-87.58, 41.76], 'type': 'Point'}",2016-03-09 21:09:45,0,0,"When you come home and find a #shoppingcart #ontheblock #😑 #wth @ South Shore, Chicago https://t.co/bMwrSsM5Vm"
874,south chicago,"{'coordinates': [-87.62105227, 41.86753149], 'type': 'Point'}",2016-03-09 21:01:10,0,0,"I'm at Bridge Over South Shore Line in Chicago, IL https://t.co/d60kHk7pDm"
875,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 16:08:12,0,0,"Weather now: mist, 61°F, 15 mph south-southwest wind. https://t.co/g2CD8kSDsM"
876,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 14:08:06,0,0,"Weather now: mist, 60°F, 13 mph south-southwest wind. https://t.co/g2CD8kSDsM"
877,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 12:10:10,0,0,"Weather now: light rain, 56°F, 15 mph south-southwest wind. https://t.co/g2CD8kSDsM"
878,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 10:14:41,0,0,"Weather now: light rain, 58°F, 8 mph south wind. https://t.co/g2CD8kSDsM"
879,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 08:18:07,0,0,"Weather now: light rain, 58°F, 11 mph south wind. https://t.co/g2CD8kSDsM"
880,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 06:02:15,0,0,"Weather now: light rain, 58°F, 11 mph south wind. https://t.co/g2CD8kB2Be"
881,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 04:10:08,0,0,"Weather now: broken clouds, 59°F, 14 mph south-southwest wind. https://t.co/g2CD8kSDsM"
882,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-09 00:04:03,0,0,"Weather now: scattered clouds, 61°F, 15 mph south-southwest wind. https://t.co/g2CD8kSDsM"
883,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-08 22:08:09,0,0,"Weather now: scattered clouds, 65°F, 17 mph south-southwest wind. https://t.co/g2CD8kSDsM"
884,south chicago,"{'coordinates': [-87.71732637, 41.73404526], 'type': 'Point'}",2016-03-08 21:23:14,1,0,"Husband: Frank H. Kobe, a German who immigrated to the South Side of Chicago in 1891. Wife: Anna… https://t.co/6XWKuV0M7M"
885,south chicago,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-08 20:11:40,0,0,"Weather now: clear sky, 63°F, 17 mph south-southwest wind. https://t.co/g2CD8kSDsM"
886,south chicago,"{'coordinates': [-87.63461888, 41.87582195], 'type': 'Point'}",2016-03-08 18:05:57,0,0,Spoiled Ass... 😏😏😏 #MyMiniMe #BoomShit 💣 @ Downtown Chicago-South Loop https://t.co/ztFXxcqYSI
887,south chicago,"{'coordinates': [-87.5513535, 41.7277565], 'type': 'Point'}",2016-03-08 14:47:32,0,0,At the South Chicago Chamber Revitalization meeting. @ South Chicago Chamber of Commerce https://t.co/GI1LV1FmbU
888,burnside,"{'coordinates': [-87.600669, 41.729837], 'type': 'Point'}",2016-03-10 11:14:41,0,0,Check out our #listing in #Chicago-burnside #IL https://t.co/LS7JNYpVqv #realestate #realtor https://t.co/icKC1y7Ma9
889,roseland,"{'coordinates': [-87.62, 41.71], 'type': 'Point'}",2016-03-17 23:06:55,0,0,"Keep your head up in optimistic clouds.🌤 @ Roseland, Chicago https://t.co/GEkIskPgrn"
890,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 16:39:17,0,0,#icantmakethisup @ Roseland Area Chicago https://t.co/pFaH4mYc45
891,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 16:05:39,0,0,I hate a liar..... @ Roseland Area Chicago https://t.co/g8IDa3BA1o
892,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 10:56:59,0,0,Mine @ Roseland Area Chicago https://t.co/7ehldYItp7
893,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 10:56:12,0,0,Mine @ Roseland Area Chicago https://t.co/O2xJbxck0B
894,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 10:54:45,0,0,Mine @ Roseland Area Chicago https://t.co/XPZ7z4Jq76
895,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 10:53:44,0,0,Mine @ Roseland Area Chicago https://t.co/xDeZrb5BX4
896,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-17 10:52:50,0,0,Mine @ Roseland Area Chicago https://t.co/GJpnvkSe2H
897,roseland,"{'coordinates': [-87.61630217, 41.68559916], 'type': 'Point'}",2016-03-17 01:46:20,0,0,"Got my chicken tacos with cilantro.....fat shit (@ Roseland Pizza &amp; Tacos in Chicago, IL) https://t.co/qnGBo47xtd"
898,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-15 14:19:31,0,0,True Story @ Roseland Area Chicago https://t.co/OrDQzQIADq
899,roseland,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-14 19:52:10,1,0,At Chicago Roseland memorial w Mothers of youth victims of violence Hillary Clinton w rev Jesse Jackson @lynnsweet https://t.co/Pxo3KpeK8d
900,roseland,"{'coordinates': [-87.9403418, 41.8994744], 'type': 'Point'}",2016-03-13 18:43:49,0,0,"Fresenius Medical Care: Inpatient Services RN (Covering Hospitals on South Side of... (#Elmhurst, IL) https://t.co/GM5vRR9fUz #Nursing #Job"
901,roseland,"{'coordinates': [-87.63226126, 41.67966981], 'type': 'Point'}",2016-03-11 03:49:07,0,0,#icantmakethisup 💯 @ Roseland Area Chicago https://t.co/e93UYDwQs2
902,roseland,"{'coordinates': [-87.62, 41.71], 'type': 'Point'}",2016-03-08 21:42:18,0,0,"#Graeginator &amp; @theericmaltbia Currently on Pace Bus 352! (@ Roseland in Chicago, IL)… https://t.co/DCQeqXubAS"
903,roseland,"{'coordinates': [-87.64144676, 41.70706296], 'type': 'Point'}",2016-03-08 21:38:44,0,0,"Currently on Pace Bus 352! (@ Roseland in Chicago, IL) https://t.co/HrRFHgnJzq https://t.co/khIFKDwJB8"
904,roseland,"{'coordinates': [-87.624391, 41.722596], 'type': 'Point'}",2016-03-08 21:33:52,0,0,#Graeginator at 95th / Dan Ryan @cea #RedLine station in #Roseland #SouthSide #Chicago!… https://t.co/ZYepk7VX7C
905,pullman,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-17 23:22:12,0,0,"Whole Foods hiring in Englewood, announces new distribution center coming to South Side https://t.co/2FCTU5vnSz"
906,pullman,"{'coordinates': [-87.62626724, 41.88804564], 'type': 'Point'}",2016-03-17 18:11:22,0,0,"Whole Foods to open distribution center in Pullman, bringing 150 jobs https://t.co/Ua5gDcumFd"
