,Unnamed: 0,Unnamed: 0.1,Community Area Mentioned,Coordinates,Day and Time,Number of Times Liked,Number of Times Retweeted,Tweet Content,Latitude,Longitude,Date,Sentiment
297,297,297,belmont cragin,"{'coordinates': [-87.761047, 41.9385007], 'type': 'Point'}",2016-03-16 14:02:00,0,0,"Rainy Day....
#tuttifrutticsh #chicago #rainyday #rain #instagram #instarain #belmont #cragin @… https://t.co/ytYC8wfpUg",-87.76104699999999,41.938500700000006,2016-03-16,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.0772}"
298,298,298,avondale,"{'coordinates': [-87.71, 41.94], 'type': 'Point'}",2016-03-18 00:10:10,0,0,"Crazy blurry sunset in an alley. #blur #sunset #chicago #spring #city #colorful @ Avondale, Chicago https://t.co/PTX1Wza9rC",-87.71,41.94,2016-03-18,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.4215}"
299,299,299,avondale,"{'coordinates': [-87.70265579, 41.94161653], 'type': 'Point'}",2016-03-16 01:04:19,1,0,"Got my #voting done 👏👏👏 (@ Avondale in Chicago, IL) https://t.co/mU3l6vco32 https://t.co/mvqXIUaLim",-87.70265579,41.94161653,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
300,300,300,avondale,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-14 13:16:48,0,0,My morning walk by 'la granja de pollo' #rooster #urbanrooster #logansquare #avondale @ Logan… https://t.co/5bX881o984,-87.70666667,41.92833333,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
301,301,301,avondale,"{'coordinates': [-87.702818, 41.942664], 'type': 'Point'}",2016-03-13 02:02:02,1,0,"Very excited to try this! #Avondale #dining #Chicago (@ Honey Butter Fried Chicken - @honeybutterchi in Chicago, IL) https://t.co/Dp4DKj7VIN",-87.70281800000001,41.942664,2016-03-13,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4561}"
302,302,302,avondale,"{'coordinates': [-87.71, 41.94], 'type': 'Point'}",2016-03-12 23:29:50,1,0,"Learning how to DJ from a friend. Failing. Still having fun. @ Avondale, Chicago https://t.co/YxbL292i6d",-87.71,41.94,2016-03-12,"{'neg': 0.167, 'neu': 0.505, 'pos': 0.328, 'compound': 0.4939}"
303,303,303,avondale,"{'coordinates': [-87.70510594, 41.93566037], 'type': 'Point'}",2016-03-11 23:06:00,0,0,"It's 5 o'clock somewhere... like across the street. 

#TGIF #avondale #smallbar #firestonewalker… https://t.co/m8jzFZaJri",-87.70510594,41.93566037,2016-03-11,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
304,304,304,avondale,"{'coordinates': [-87.71881866, 41.93933105], 'type': 'Point'}",2016-03-11 02:58:31,0,0,"I'm at The Avondale Coffee And Grill House in Chicago, IL https://t.co/EFWNNMW6zm",-87.71881866,41.93933105,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
305,305,305,logan square,"{'coordinates': [-87.717297, 41.937616], 'type': 'Point'}",2016-03-17 23:45:19,0,0,"Du's ingrown toenail is A OK for today. (@ Logan Square Foot Center in Chicago, IL) https://t.co/G45g1sjW19",-87.717297,41.937616,2016-03-17,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.4466}"
306,306,306,logan square,,2016-03-17 22:32:31,0,1,"RT @MKL2502: They are filming an episode of Chicago PD across the street from me @ Logan Square, Chicago https://t.co/Wr9pbGanHb",,,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
307,307,307,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-17 22:13:52,0,0,"Logan, I love you. @ Logan Square, Chicago https://t.co/1WFsmJtBvl",-87.70666667,41.92833333,2016-03-17,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}"
308,308,308,logan square,"{'coordinates': [-87.71696509, 41.919371], 'type': 'Point'}",2016-03-17 21:42:21,0,0,My wife called the Yale upset v Baylor. Wow @yellibrown #marchmadness @ Logan's Square https://t.co/gfWJm16gz0,-87.71696509,41.919371000000005,2016-03-17,"{'neg': 0.149, 'neu': 0.632, 'pos': 0.218, 'compound': 0.296}"
309,309,309,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-17 20:09:33,1,0,"#logansquareisover @ Logan Square, Chicago https://t.co/wFp7v8BYmB",-87.70666667,41.92833333,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
310,310,310,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-17 19:02:46,3,1,"They are filming an episode of Chicago PD across the street from me @ Logan Square, Chicago https://t.co/Wr9pbGanHb",-87.70666667,41.92833333,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
311,311,311,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-17 18:56:59,0,0,"They are filming an episode of Chicago PD across the street from me @ Logan Square, Chicago https://t.co/J2oXiyzhkn",-87.70666667,41.92833333,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
312,312,312,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-17 16:00:24,0,0,"Ah #spring ... #welcomeback @ Logan Square, Chicago https://t.co/wrhfTxxDRB",-87.70666667,41.92833333,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
313,313,313,logan square,"{'coordinates': [-87.7077, 41.929], 'type': 'Point'}",2016-03-17 00:09:46,0,0,I guess it's not really warm enough yet - Drinking a Bottom Up Wit by @revbrewchicago @ Logan Square  — https://t.co/9KQlTxNdG0,-87.7077,41.928999999999995,2016-03-17,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.2222}"
314,314,314,logan square,"{'coordinates': [-87.70680901, 41.92831001], 'type': 'Point'}",2016-03-16 19:40:44,0,0,Had to stop by a comic book store in Logan Square on my way back to my hotel. It's a beautiful… https://t.co/3zzWOCN927,-87.70680901,41.92831001,2016-03-16,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
315,315,315,logan square,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-16 15:45:47,0,0,"Want to work in #Chicago, IL? View our latest opening: https://t.co/7ffS0SZGOd #Job #dialysis #Jobs #Hiring #CareerArc",-87.62979820000001,41.8781136,2016-03-16,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}"
316,316,316,logan square,,2016-03-16 12:41:48,0,1,"RT @katshotcakes: Logan Square Love! 💖🏡
・・・
Gorgeous, gut rehab single family in prime location right off the Blvd… https://t.co/F5QaXMEd4Q",,,2016-03-16,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8588}"
317,317,317,logan square,"{'coordinates': [-87.70694444, 41.92833333], 'type': 'Point'}",2016-03-16 12:21:49,1,1,"Logan Square Love! 💖🏡
・・・
Gorgeous, gut rehab single family in prime location right off the Blvd… https://t.co/F5QaXMEd4Q",-87.70694444,41.92833333,2016-03-16,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.8588}"
318,318,318,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 23:45:26,0,0,"Do it people #nevertrump #byeanita @ Logan Square, Chicago https://t.co/tb4RMYe662",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
319,319,319,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 22:25:05,0,0,"I got my bun up and VOTED! Get it!?! #FeelTheBern #Vote @ Logan Square, Chicago https://t.co/PscgwOvJcJ",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
320,320,320,logan square,"{'coordinates': [-87.6297982, 41.8781136], 'type': 'Point'}",2016-03-15 21:45:30,1,0,"Fresenius Medical Care: Dialysis Patient Care Technician - Logan Square (#Chicago, IL) https://t.co/UesjGdRucj #Job #Jobs #Hiring",-87.62979820000001,41.8781136,2016-03-15,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7506}"
321,321,321,logan square,,2016-03-15 16:11:40,0,7,RT @thecyclista: Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
322,322,322,logan square,,2016-03-15 15:27:18,0,7,RT @thecyclista: Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
323,323,323,logan square,,2016-03-15 15:19:38,0,7,RT @thecyclista: Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
324,324,324,logan square,,2016-03-15 15:17:44,0,7,RT @thecyclista: Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
325,325,325,logan square,,2016-03-15 15:16:13,0,7,RT @thecyclista: Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
326,326,326,logan square,"{'coordinates': [-87.70369491, 41.92483815], 'type': 'Point'}",2016-03-15 14:51:23,18,7,Done. #IllinoisPrimary #election2016 #Bernie #KimFoxx #ByeAnita #chicago @ Logan Square Library https://t.co/9JkkJTl6Nd,-87.70369491,41.92483815,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
327,327,327,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 14:48:54,0,0,"(or vote) #kathrynandrews #voted #vscocam #vsco @ Logan Square, Chicago https://t.co/VIBssQCRGt",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
328,328,328,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 13:36:00,0,0,"#noexcuses #vote #feelthebern @ Logan Square, Chicago https://t.co/QQdzFHVjCW",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
329,329,329,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 06:04:42,1,0,"❤️🐻❤️ #thebearchamp #jcrivera #chicago #logansquare #art #streetart @ Logan Square, Chicago https://t.co/Ftny3Jjgcn",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
330,330,330,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-15 03:14:58,0,0,"Setting fire to our insides for fun @ Logan Square, Chicago https://t.co/AhraHVpWW2",-87.70666667,41.92833333,2016-03-15,"{'neg': 0.163, 'neu': 0.612, 'pos': 0.224, 'compound': 0.2263}"
331,331,331,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-14 23:43:44,1,0,"...especially out running on a day like today. @ Logan Square, Chicago https://t.co/2jqo6NUvvj",-87.70666667,41.92833333,2016-03-14,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
332,332,332,logan square,"{'coordinates': [-87.68560525, 41.93109654], 'type': 'Point'}",2016-03-14 18:36:28,0,0,"$3.14 pizza for pie day, so good @ Pizza Studio Logan Square https://t.co/dtYJNAAdqn",-87.68560525,41.93109654,2016-03-14,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5777}"
333,333,333,logan square,,2016-03-14 05:25:42,0,6,"RT @petsarefound: #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o…",,,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
334,334,334,logan square,,2016-03-14 03:14:04,0,6,"RT @petsarefound: #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o…",,,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
335,335,335,logan square,,2016-03-14 03:13:38,0,6,"RT @petsarefound: #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o…",,,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
336,336,336,logan square,,2016-03-14 03:12:09,0,6,"RT @petsarefound: #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o…",,,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
337,337,337,logan square,,2016-03-14 03:11:32,0,6,"RT @petsarefound: #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o…",,,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
338,338,338,logan square,"{'coordinates': [-87.7018, 41.9065], 'type': 'Point'}",2016-03-14 03:07:16,0,6,"#LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square
Chicago… https://t.co/i9bTU8o53A",-87.7018,41.9065,2016-03-14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
339,339,339,logan square,,2016-03-13 20:57:36,0,1,"RT @matt_fletcher: Boiler up! #btfu #bigten @ Logan Square, Chicago https://t.co/nSBQsG0C9V",,,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
340,340,340,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-13 13:35:16,0,1,"Boiler up! #btfu #bigten @ Logan Square, Chicago https://t.co/nSBQsG0C9V",-87.70666667,41.92833333,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
341,341,341,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-13 07:53:23,1,0,"A coupla my most favorite Lombardos. @ Logan Square, Chicago https://t.co/h8bwTJD0zD",-87.70666667,41.92833333,2016-03-13,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5095}"
342,342,342,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-13 07:15:13,1,0,"This beautiful goon is getting hitched. ❤️💞💛 @ Logan Square, Chicago https://t.co/gfnsh81cEs",-87.70666667,41.92833333,2016-03-13,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}"
343,343,343,logan square,"{'coordinates': [-87.71417289, 41.90461452], 'type': 'Point'}",2016-03-13 01:28:03,0,0,"#LOST #Panther in Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan Square #Chicago… https://t.co/VjI5sGfZVV",-87.71417289,41.90461452,2016-03-13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
344,344,344,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-12 23:35:42,0,0,"Is it Ralph tho? @ Logan Square, Chicago https://t.co/eHyojPrrqW",-87.70666667,41.92833333,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
345,345,345,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-12 23:01:35,0,0,"Working it out with starshipbruno.  #gardenmusic #plantlife #sp404 #op1 @ Logan Square, Chicago https://t.co/xCzggXkvCE",-87.70666667,41.92833333,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
346,346,346,logan square,"{'coordinates': [-87.70618292, 41.92842559], 'type': 'Point'}",2016-03-12 20:43:26,0,0,Today radillustrates drew me as my spirit animal. Amanda the panda! @ Comfort Station Logan Square https://t.co/FzouAjeUOF,-87.70618292,41.92842559,2016-03-12,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.5411}"
347,347,347,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-12 14:08:23,0,0,"Doors are fascinating... #saturdays @ Logan Square, Chicago https://t.co/FAujVqMsRw",-87.70666667,41.92833333,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
348,348,348,logan square,"{'coordinates': [-87.7077198, 41.92902223], 'type': 'Point'}",2016-03-12 03:59:25,0,0,"I'm at Logan Square in Chicago, IL https://t.co/5cQxnu9CYu",-87.70771979999999,41.92902223,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
349,349,349,logan square,,2016-03-12 01:36:51,0,1,"RT @BradRiemann: @playlogansquare Ansel loves his new Industructables and Baby Paper! @ Logan Square, Chicago https://t.co/L2AwYisDos",,,2016-03-12,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.6114}"
350,350,350,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-12 01:00:25,0,0,"Hot dog in the city #graythedog #moetown @ Logan Square, Chicago https://t.co/QXCQxnZKiG",-87.70666667,41.92833333,2016-03-12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
351,351,351,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-11 23:24:44,1,1,"@playlogansquare Ansel loves his new Industructables and Baby Paper! @ Logan Square, Chicago https://t.co/L2AwYisDos",-87.70666667,41.92833333,2016-03-11,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6114}"
352,352,352,logan square,"{'coordinates': [-87.69851507, 41.9236207], 'type': 'Point'}",2016-03-11 22:28:36,0,0,Yum. Took out tessicajeeter for a #bday lunch. @ The Chicago Diner: Logan Square https://t.co/PHCyiM8wjW,-87.69851507,41.92362070000001,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
353,353,353,logan square,,2016-03-11 21:44:09,0,1,"RT @djdemchuk: If you're in Logan Square tonight &amp; looking for good music, great grub, &amp; delish drinks, find me @Loganbar 10pm-2am! #djlife",,,2016-03-11,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.807}"
354,354,354,logan square,,2016-03-11 18:49:54,0,1,"RT @BradRiemann: More art hung up! These are by @cliftonhenri #chicagoart #photography @ Logan Square, Chicago https://t.co/MjiuwHShRa",,,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
355,355,355,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-11 18:48:39,0,0,This picture is a pretty good representation of Logan Square #logansquare #chicago #airstream @… https://t.co/EmhSRKqAb7,-87.70666667,41.92833333,2016-03-11,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.7269}"
356,356,356,logan square,"{'coordinates': [-87.7618816, 41.9456909], 'type': 'Point'}",2016-03-11 14:54:01,1,1,"If you're in Logan Square tonight &amp; looking for good music, great grub, &amp; delish drinks, find me @Loganbar 10pm-2am! #djlife",-87.7618816,41.945690899999995,2016-03-11,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.807}"
357,357,357,logan square,"{'coordinates': [-87.6993129, 41.92433348], 'type': 'Point'}",2016-03-11 05:58:11,0,0,"I'm at Emporium Logan Square - @emporiumchicago in Chicago, IL https://t.co/NLEDUyrrUa",-87.69931290000001,41.92433348,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
358,358,358,logan square,"{'coordinates': [-87.69781, 41.92754], 'type': 'Point'}",2016-03-11 04:47:19,0,0,throwback polaroid pics. #25th #birthday #pisces #tbt #funnight @ The General Logan Square https://t.co/JgTFWbty94,-87.69781,41.92754,2016-03-11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
359,359,359,logan square,"{'coordinates': [-87.71696509, 41.919371], 'type': 'Point'}",2016-03-10 23:08:55,0,0,Me @ Logan's Square https://t.co/sjyViPutAp,-87.71696509,41.919371000000005,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
360,360,360,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-10 04:24:30,0,0,"#feelthebern @ Logan Square, Chicago https://t.co/hfIub0BuQ5",-87.70666667,41.92833333,2016-03-10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
361,361,361,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-10 02:34:34,0,0,"Love this wall @ Logan Square, Chicago https://t.co/8eJ77JX9ae",-87.70666667,41.92833333,2016-03-10,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}"
362,362,362,logan square,"{'coordinates': [-87.70666667, 41.92833333], 'type': 'Point'}",2016-03-09 20:51:35,0,0,"Ominous apartment complex is ominous. 

#vscocam #iphoneonly #landscape @ Logan Square, Chicago https://t.co/Qy2XR3JYVR",-87.70666667,41.92833333,2016-03-09,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.5859}"
363,363,363,logan square,"{'coordinates': [-87.6977615, 41.9173393], 'type': 'Point'}",2016-03-09 03:16:01,0,0,#HeLovesIceCream 🍦🎂😊 #BirthdayBoy #OldHead #Pisces @juandawg8 @ The Freeze - Logan Square https://t.co/BxG2yb2AGk,-87.6977615,41.917339299999995,2016-03-09,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.0516}"
364,364,364,logan square,"{'coordinates': [-87.70771444, 41.92954106], 'type': 'Point'}",2016-03-08 22:20:05,0,0,"I'm at @CTA - Logan Square in Chicago, IL https://t.co/9rmlirn2CB",-87.70771444,41.92954106,2016-03-08,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
365,365,365,humboldt park,,2016-03-17 05:09:45,0,2,"RT @petsarefound: #WhiskerWednesday #LOST #BlackCat in Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park,… https://t.co/Mc8ziT8vYY",,,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
366,366,366,humboldt park,"{'coordinates': [-87.63433, 41.9001499], 'type': 'Point'}",2016-03-17 05:04:58,1,2,"#WhiskerWednesday #LOST #BlackCat in Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park,… https://t.co/Mc8ziT8vYY",-87.63433,41.9001499,2016-03-17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
367,367,367,humboldt park,"{'coordinates': [-87.70079236, 41.90540202], 'type': 'Point'}",2016-03-16 20:06:08,1,0,Bones @ Humboldt Park Boat House https://t.co/xSHOEwk1Oc,-87.70079236,41.90540202,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
368,368,368,humboldt park,"{'coordinates': [-87.70242924, 41.89925094], 'type': 'Point'}",2016-03-16 17:54:22,0,0,"#kids #bored #cta #instadaily #instagood #chicago @ Humboldt Park &amp; Division Street, Chicago https://t.co/PJw77dsRbJ",-87.70242924,41.89925094,2016-03-16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
369,369,369,humboldt park,,2016-03-16 02:55:33,0,9,"RT @petsarefound: Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",,,2016-03-16,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}"
370,370,370,humboldt park,,2016-03-16 02:54:48,0,9,"RT @petsarefound: Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",,,2016-03-16,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}"
371,371,371,humboldt park,,2016-03-16 02:53:16,0,9,"RT @petsarefound: Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",,,2016-03-16,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}"
372,372,372,humboldt park,,2016-03-16 02:52:43,0,9,"RT @petsarefound: Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",,,2016-03-16,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}"
373,373,373,humboldt park,,2016-03-16 02:50:00,0,9,"RT @petsarefound: Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",,,2016-03-16,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}"
374,374,374,humboldt park,"{'coordinates': [-87.7018, 41.9065], 'type': 'Point'}",2016-03-16 02:49:33,1,9,"Please Share #LOST Black #Cat in #Chicago, #Illinois https://t.co/HPUKzCXWfn Humboldt Park, Logan… https://t.co/i9bTU8o53A",-87.7018,41.9065,2016-03-16,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.5423}"
375,375,375,humboldt park,"{'coordinates': [-87.70079236, 41.90540202], 'type': 'Point'}",2016-03-15 23:06:24,0,0,so close yet so far @ Humboldt Park Boat House https://t.co/37qM1fv93d,-87.70079236,41.90540202,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
376,376,376,humboldt park,,2016-03-15 05:29:11,0,7,RT @petsarefound: #MarkingsMonday Doug has a white 'locket' on his chest #LOST Black #Cat https://t.co/HPUKzCXWfn… https://t.co/q77wLcqmTg,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
377,377,377,humboldt park,,2016-03-15 05:27:58,0,7,RT @petsarefound: #MarkingsMonday Doug has a white 'locket' on his chest #LOST Black #Cat https://t.co/HPUKzCXWfn… https://t.co/q77wLcqmTg,,,2016-03-15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
